OBJECTID,CALCACREAG,PARNO,MAPNUMBER,MAP_PARCEL,CNTRL_NO,TYPE_,APPLICATIO,PROJECT_NA,ST_ADD,RESULTS,ZONING_FRO,ZONING_TO,HOUSING_UN,CCACTDATE,CC_ACTION,PC_ACTION,PCACTDATE,ARCACTDATE,ARC_ACTION,AGE_RESTRI,AGE_REST_2,FINALAPPRO,DATEOFAPPL,INLOS,ENTEREDDT,CREATED_USER,CREATED_DATE,LAST_EDITED_USER,LAST_EDITED_DATE,PLANNER,RESIDENTIAL,STF_RCMNDTNS,FINALACTIONDATE,DATECERTPH,EBUILD_LINK,SHAPESTArea,SHAPESTLength
16559,,,,,,Use Permit,UP-91-42,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,12275.7391932208,445.828852108751
16560,,,,,,Use Permit,UP-91-52,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,2695.2738450266,347.216207640668
16561,,,,,,Use Permit,UP-90-63,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,12010.5395437982,442.816846714006
16562,,,,,,Use Permit,UP-99-13,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,12366.746835601,442.798681553945
16563,,,,,,Use Permit,UP-91-24,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,5485.29332104941,304.00924152274
16564,,,,,,Use Permit,UP-89-62,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,13407.4163058725,457.01378141627
16565,,,,,,Use Permit,UP-01-58,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,2000/06/01 19:32:50+00,,,386074.208168906,2841.36250497426
16566,,,,,,Use Permit,UP-94-40,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,83180.1760827996,1613.7207664957
16567,,,,,,Use Permit,UP-91-61,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,26668.9521167808,679.650085952776
16568,,,,,,Use Permit,UP-98-14,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,59934.5304982792,1128.13935482032
16569,,,,,,Use Permit,UP-90-34,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,40492.6728907388,1077.63756537417
16570,,,,,,Use Permit,UP-89-73,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:21+00,,NO,,1990/06/04 19:32:50+00,,,7535.25005189337,368.055017603967
16571,,,,,,Use Permit,UP-97-56,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,568977.967875692,3529.68011219454
16572,,,,,,Use Permit,UP-00-44,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,2000/06/01 19:32:50+00,,,48039.1400330695,878.424134163998
16573,,,,,,Use Permit,UP-95-20,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,13130.459854132,458.802463009179
16574,,,,,,Use Permit,UP-96-31,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,52624.5662428012,895.307756582186
16575,,,,,,Use Permit,UP-91-15,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,578640.363807358,3173.12919063912
16576,,,,,,Use Permit,UP-89-41,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,7931.00324067882,358.540399028679
16577,,,,,,Use Permit,UP-01-04,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,2000/06/01 19:32:50+00,,,444121.642794648,3474.55156735466
16578,,,,,,Use Permit,UP-93-23,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,50104.7295022035,948.239671355459
16579,,,,,,Use Permit,UP-95-59,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,3595.25785764873,270.248306418174
16580,,,,,,Use Permit,UP-90-27,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,210120.012886434,2676.63888187015
16581,,,,,,Use Permit,UP-92-73,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,81449.3199165657,1156.8040904035
16582,,,,,,Use Permit,UP-91-59,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:22+00,,NO,,1990/06/04 19:32:50+00,,,8222.27898674769,354.164683350218
16583,,,,,,Use Permit,UP-88-102,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,105683.205038265,1571.06382721134
16584,,,,,,Use Permit,UP-94-24,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,127498.972223454,1501.59728033703
16585,,,,,,Use Permit,UP-90-16,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,208257.365927727,2945.08975374099
16586,,,,,,Use Permit,UP-98-05,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,122702.483480393,1511.29987287908
16587,,,,,,Use Permit,UP-99-40,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,191376.624121137,1957.89217374281
16588,,,,,,Use Permit,UP-96-57,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,39379.2750391015,780.925785603187
16589,,,,,,Use Permit,UP-88-94,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,41478.8852656556,788.3312408782
16590,,,,,,Use Permit,UP-85-43,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,83996.1091227566,1644.54916216095
16591,,,,,,Use Permit,UP-81-21,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,4547329.16724869,11634.3842324645
16592,,,,,,Use Permit,UP-91-19,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,8932.77157570411,457.353715249555
16593,,,,,,Use Permit,UP-92-60,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,1419240.82335519,7215.78174612733
16594,,,,,,Use Permit,UP-89-45,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,5861507.01232402,14112.9833722522
16595,,,,,,Use Permit,UP-99-25,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:23+00,,NO,,1990/06/04 19:32:50+00,,,1560687.02585204,5973.72083331268
16596,,,,,,Use Permit,UP-98-33,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,15691.6210843617,503.484888541812
16597,,,,,,Use Permit,UP-98-16,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,35680.8362216953,778.720896657897
16598,,,,,,Use Permit,UP-92-01,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,20647.545815055,646.633318322647
16599,,,,,,Use Permit,UP-99-54,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,40470.2024961241,843.043814894066
16600,,,,,,Use Permit,UP-85-56,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,23485.4141285726,643.709569357854
16601,,,,,,Use Permit,UP-95-24,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,81041.6961448722,1378.75554001076
16602,,,,,,Use Permit,UP-86-70,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,503874.728513266,3285.61671859424
16603,,,,,,Use Permit,UP-91-32,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,30266.3800746067,718.983877359849
16604,,,,,,Use Permit,UP-82-10,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,59141.2073797828,1068.27042353101
16605,,,,,,Use Permit,UP-00-40,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,2000/06/01 19:32:50+00,,,70141.870277064,1152.03378241653
16606,,,,,,Use Permit,UP-92-49,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:24+00,,NO,,1990/06/04 19:32:50+00,,,415409.689194348,2978.39606113236
16607,,,,,,Use Permit,UP-88-85,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,25178.2988142791,814.933476135098
16608,,,,,,Use Permit,UP-97-54,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,503874.728513266,3285.61671859424
16609,,,,,,Use Permit,UP-91-08,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,4547329.16724869,11634.3842324645
16610,,,,,,Use Permit,UP-99-06,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,825949.064550884,6801.91264404743
16611,,,,,,Use Permit,UP-88-99,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,386074.208168906,2841.36250497426
16612,,,,,,Use Permit,UP-98-30,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,578640.363807358,3173.12919063912
16613,,,,,,Use Permit,UP-91-30,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,332301.7191234,3137.0888531551
16614,,,,,,Use Permit,UP-95-55,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,396157.890711692,2901.65402484735
16615,,,,,,Use Permit,UP-89-40,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,400085.058847279,3114.42641609588
16616,,,,,,Use Permit,UP-91-38,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,488167.525988192,3258.30582164875
16617,,,,,,Use Permit,UP-96-22,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:25+00,,NO,,1990/06/04 19:32:50+00,,,39000.0036784148,1049.99700831278
16618,,,,,,Use Permit,UP-95-26,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,536110.886676505,3569.7917310408
16619,,,,,,Use Permit,UP-96-48,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,5631328.12990283,10916.3887106697
16620,,,,,,Use Permit,UP-88-44,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,50158.569059203,904.918685255685
16621,,,,,,Use Permit,UP-96-27,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,251939.398061143,2348.10619218571
16622,,,,,,Use Permit,UP-96-38,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,164491.810445973,1854.52399863298
16623,,,,,,Use Permit,UP-93-13,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,111151.28074139,1507.34047032719
16624,,,,,,Use Permit,UP-03-15,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,2003/01/01 00:00:00+00,,,9203808.71493525,24484.7909595531
16625,,,,,,Use Permit,UP-88-12,1st Baptist of Gilmerton,1617 Shell Rd,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,37017.8337092262,778.733360747713
16626,,,,,,Use Permit,UP-80-15,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,280970.022103421,2163.95244725534
16627,,,,,,Use Permit,UP-88-61,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,712250.996978081,3591.45819411818
16628,,,,,,Use Permit,UP-92-21,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:26+00,,NO,,1990/06/04 19:32:50+00,,,712250.996978081,3591.45819411818
16629,,,,,,Use Permit,UP-99-31,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,69982.5936246457,1295.94982298548
16630,,,,,,Use Permit,UP-90-58,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,472558.364644457,3230.15199817714
16631,,,,,,Use Permit,UP-90-11,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,55033.2822161339,947.001150715319
16632,,,,,,Use Permit,UP-90-12,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,55033.2822161339,947.001150715319
16633,,,,,,Use Permit,UP-79-15,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,23492.2023646992,628.904106707622
16634,,,,,,Use Permit,UP-93-22,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,141760.092478328,1913.9502605568
16635,,,,,,Use Permit,UP-94-60,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,39593.3828693693,800.376523949808
16636,,,,,,Use Permit,UP-94-62,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,39593.3828693693,800.376523949808
16637,,,,,,Use Permit,UP-91-04,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,7021873.32398944,31165.5621015322
16638,,,,,,Use Permit,UP-93-29,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,7021873.32398944,31165.5621015322
16639,,,,,,Use Permit,UP-88-87,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,28909.0176160575,702.989323394887
16640,,,,,,Use Permit,UP-99-47,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,28909.0176160575,702.989323394887
16641,,,,,,Use Permit,UP-99-65,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,358204.134639658,3088.74764672455
16642,,,,,,Use Permit,UP-99-44,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:27+00,,NO,,1990/06/04 19:32:50+00,,,63736.8231209704,1037.32217948028
16643,,,,,,Use Permit,UP-97-29,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,1990/06/04 19:32:50+00,,,104124.460690556,2063.56790477437
16644,,,,,,Use Permit,UP-92-07,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,1990/06/04 19:32:50+00,,,1357457.08540369,5321.92592417953
16645,,,,,,Use Permit,UP-01-27,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,2000/06/01 19:32:50+00,,,3532238.83939915,10275.5410915965
16646,,,,,,Use Permit,UP-97-26,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,1990/06/04 19:32:50+00,,,325447.291991102,3153.67415766228
16647,,,,,,Use Permit,UP-94-28,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,1990/06/04 19:32:50+00,,,535186.274086199,6123.7568171997
16648,,,,,,Use Permit,UP-90-53,,,Added from Dev & Permits Shapefile 05/29/2014,,,,,A,,,,,,,Approved,,N,,bumphlett,2014/05/29 19:32:50+00,JVUTUROBRADY,2023/12/22 14:12:28+00,,NO,,1990/06/04 19:32:50+00,,,190711.381441921,1771.10674681307
